             0           1          2          3          4          5          6          7          8          9          10         11         12         13         14         15         16         17         18         19         20         21         22         23         24         25         26         27        28         29        30         31        32        33         34         35         36         37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56         57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99
10     6.995922   -0.260783   1.065428  -3.831006   2.456367  -0.960704  -0.761303   4.142426  -1.298596   0.545448   0.288481   0.574764  -0.665030   2.077227  -0.946060  -1.957076   1.687355  -1.976646   0.488130   1.105006   1.281660   0.325995   3.151359   1.213229  -1.308201  -0.779308  -0.859722  -0.401432 -2.354304  -0.469484 -0.139446   0.940827  1.423089  0.570503  -0.264617  -0.553682   0.488114   0.310166  0.065454 -0.895264  0.742493  1.097119  0.751624 -1.519940  0.570649 -0.584985 -0.079338 -0.097246  0.509635  1.206464  0.087004 -0.898262  0.340084  1.026776  0.300801  0.094779  0.786187   0.322562  0.412883 -0.445334 -0.490267  0.776081  0.622790  0.317861  0.982231 -0.457315 -0.501554  0.441671 -0.193743  0.875802  0.296750  0.171996  1.400055 -0.540864  0.652262  1.040041  0.389091  0.545233  0.724224 -0.311160  0.896804 -0.441575  0.740467  0.862837  0.562403 -0.592656 -0.006578 -0.311001 -0.369941  0.245907 -0.549065 -0.872722 -0.602307  0.891186  1.223733  0.232034  0.869877 -0.673206 -0.431750 -0.355025
11    28.678009   -1.566725  -3.939938  -5.728708   5.390444  -0.657602  -2.823726  -2.212322   1.776157  -3.331152  -3.477133  -0.585055  -2.441977   2.759310   2.431498   1.487495   2.851507  -0.430844  -2.052964   5.127668  -3.226272   0.247046  -6.263046  -0.543357  -0.569895   0.444232  -2.375449  -1.286709  1.212026   2.934167 -2.345735  -3.640409  3.177383 -3.895056  -1.172056   1.551594   0.356679   0.403326  0.055558  2.253116 -0.798878 -1.294070 -3.377380 -0.282490 -1.683383 -0.824303 -1.202787  0.239646 -2.765716  0.343093  2.499092 -0.889419  1.995006  1.929620 -1.097366 -0.901904  0.975939   0.495204 -1.026233 -0.273779  0.644756  3.342569 -1.058468 -0.950850 -0.917782 -0.568713 -0.884968  0.244609 -1.586490 -1.211684 -2.877390  1.103640  0.410767 -0.636033  0.072287  2.566493  0.267615 -3.192002  0.370256 -1.332355 -0.681162 -1.492546 -2.182583 -0.933147  1.174835  3.560322 -0.677358  1.262472  1.664587  1.464916  3.306492 -0.110114 -0.752603  1.884537 -3.502854 -1.300595 -1.618417  0.110535 -1.475886 -1.107068
12    13.105121   -0.515212  -1.805873   0.550655  -1.204433  -0.428863   0.387749  -2.071575  -3.291462   0.387414   0.209407  -1.017357   2.022733  -0.370480   0.351170   1.957205   0.242118   1.090575   0.392214  -0.495187  -0.332338   1.979635   2.114358  -1.278000  -0.210109   0.387884   1.255010  -0.813926 -1.126081  -0.400800 -1.772512   1.665322 -1.486175  0.000009  -0.115095   0.546970  -0.193869  -0.753837  1.283893 -1.068076  0.884068 -0.307543 -1.066968  0.505535  0.373255  1.489909  1.595028 -0.682216 -0.850160 -1.791042  0.508303  0.456236 -0.311533  0.365286  1.038817  1.605330  0.352405   0.649561  0.299205 -0.549559 -0.059776  0.594268 -0.175398  0.123126  0.517803  1.221981  0.636092  0.181067 -0.141661  2.839407  0.074367  1.312501  0.280613 -1.249994  0.308201  0.170182 -0.572786  0.929022 -0.212698 -1.132994  0.758218 -1.555770 -0.773972  0.507985 -0.057841  0.680412  0.775138 -0.521332 -1.485514  0.390153 -0.240002 -0.711683  0.929711  0.524364  1.011158 -0.555859  0.842321 -1.957696 -0.202614 -1.194627
13    22.389831   -0.263605   3.047705  -8.122643   1.657378   0.973619  -3.895446   0.669092  -4.712571   2.010382   4.857930  10.452354  -3.866573   3.897119  -3.812910  -0.470239   6.538338  -4.857632   0.454614   4.689678   1.680065   0.674281   1.782000  -0.739819  -4.533140  -1.194352  -4.828461  -0.342211  0.666043   2.450452  1.188481  -0.920995 -0.815827 -2.395962   1.386135  -1.497017  -0.550026   1.681080  1.544870 -0.262902 -2.294675 -1.526037  0.136395  0.322714  1.207332 -1.068930 -2.191420 -2.191134 -0.262633 -0.607990  1.351731 -0.109582 -0.146297 -1.896151 -0.992120 -0.143930  0.104367   1.270090  2.041751  0.172308 -0.278587  0.307878 -1.235445 -1.144232  0.154265 -2.531834  0.580888  0.010487 -0.914210 -1.239876 -1.199276  1.547795  0.518073 -0.068033  0.386644  1.676472 -0.185332 -1.955170  0.177768  0.005675 -0.598154  0.310258  0.043466 -0.255005 -1.088309  0.163394 -0.446286  1.339401  0.822708 -0.279388 -0.224603  0.542097 -1.220215 -1.125806 -0.678706  1.006089  0.591141 -0.974799  0.166590  0.126172
14     7.571508   -0.276601   0.698232  -2.382971   0.242903   0.293874  -1.566262  -3.696873  -1.865888   0.032963  -0.230264  -0.325329   0.320560   0.398408   0.864371   1.140645  -0.450132   0.118037   0.409064  -1.302801  -0.076659   0.034421  -0.033095   0.599542   0.661385   0.587536   1.272119  -1.126821  0.631327   0.402205  1.055921  -0.937728  0.416287  0.213301   0.562253   0.909201  -0.552886  -0.621433  0.405327 -0.712888 -0.132732 -1.265217 -0.595252  0.046500  0.043969  0.102733  0.165706 -0.077717 -0.425944 -0.571915  1.176191  0.032578  0.493732 -0.090888 -0.498834 -0.074926 -0.874487   0.447533 -0.013077  0.143520  0.232721  0.582052  0.359251  1.204092  0.829590 -0.048418 -0.300763 -0.022014 -0.143152  0.342148 -0.034403 -0.035598  1.216771 -0.623603 -0.104500  0.323397  0.154862  0.573674 -0.010656  0.668444  0.100360  0.515976 -0.102671  0.008786  0.766065 -0.107167  0.703723  0.289216 -0.799700 -0.090069 -0.275405  0.441270 -0.262592 -0.523952  0.127532  0.621193 -0.304857 -0.048046 -0.035966  0.115911
15     0.000366   -0.000065   0.001656   0.002276  -0.000407  -0.001736  -0.000615  -0.001303   0.001294  -0.000788   0.001058  -0.000520  -0.002196   0.001332  -0.001469  -0.001551  -0.000905  -0.001590  -0.000436  -0.001507  -0.001528  -0.000045   0.000713   0.002513   0.001058  -0.003064  -0.002412  -0.002770 -0.002447  -0.000206  0.000796   0.001874  0.002850 -0.000425   0.000726   0.001580  -0.000274  -0.000096  0.002615 -0.002189 -0.001089  0.001314  0.000710 -0.001781  0.001261 -0.003955 -0.004212  0.000271  0.001043 -0.003415  0.001800 -0.001840  0.000603 -0.002787  0.005123 -0.002425 -0.005264  -0.003691 -0.004533 -0.006347 -0.003072 -0.001715  0.005220 -0.006104  0.001625  0.008351  0.004319 -0.007685  0.003466 -0.008656  0.000799 -0.002172  0.005844  0.000898  0.001016 -0.000064 -0.010749 -0.004344  0.006268 -0.002959 -0.008277 -0.005492  0.012436  0.002234 -0.005376 -0.002824 -0.001654 -0.003003  0.000291  0.005475 -0.005049 -0.005148 -0.002307  0.005619 -0.002242 -0.009492  0.012198 -0.004491 -0.009038 -0.001256
16    15.462552   -1.260273  -2.146383  -0.152762  -2.773595  -1.875332   0.431737   2.264345   3.792848  -1.715686  -2.553569   1.409807   2.184328   2.088026   0.537459   1.524863  -1.847328   2.073045  -1.195085   2.247160  -0.457112   3.184688   1.043465   2.126187  -1.787050   0.255789   1.914031  -1.241455 -0.408613  -0.546718  0.791889   0.533940  0.937837 -0.083302  -0.495312  -0.953954   0.538074   0.781969 -0.321288  0.709401 -0.409290  0.479152  1.851835 -1.450988  0.117748 -1.133759  0.183562 -1.258191 -0.798454  0.891705 -1.022079 -0.760163  0.609933  0.382138 -1.500251  1.116921 -0.695069  -1.155958  0.424993  0.972754 -1.123386 -1.086341  0.843663  0.174080  0.648361  0.822222  0.313361  1.839889 -0.190070 -1.146062 -1.151958  0.525363 -0.042615 -0.470899 -0.601610  1.788105 -0.140152  0.853900 -1.325271 -0.767408  0.601890  0.777823  0.969684 -0.663291 -0.363720 -0.985552  0.009613 -0.971426 -0.072456  0.084954  0.329672  0.350260 -0.631370  0.606285  0.846612 -0.752639  0.892788 -0.266569  0.849754  0.915062
17    21.602333   -1.304263  -3.121710   0.120004   1.364717  -0.851480  -0.485624   3.627100   0.200711  -1.731258  -2.587382   0.412038  -0.687897   3.697454  -1.344075   0.451252  -1.807360   0.495968  -0.640130   0.660092   2.285192   2.596440  -2.534210  -0.806433   2.145407   2.797579   0.546817   0.569565 -1.224060  -2.953878 -0.052079  -0.324580 -1.725954 -2.455506  -0.161871  -0.095783  -3.394972   4.116507  2.043132 -1.073607  0.639843  0.442017 -0.651641  0.013048  0.061780  0.222708  1.163754  0.169178  0.314603  3.153528 -0.317137 -0.770703  0.640313 -0.793049 -0.309051  0.714164 -0.166929   0.343672 -1.954147  2.490347  1.432128  1.184282 -2.901361 -0.957210 -0.357587  0.341199 -0.688049  0.996388 -2.265377  1.789868  1.405971 -0.198732 -1.264167 -0.019212  0.818032  0.411474  0.068071  2.197151 -1.544130 -0.154472  0.480988  0.616316 -1.214084 -0.298708 -1.031680  0.462795 -0.007710  0.644536 -0.902807 -1.295917 -0.306945  0.146999  0.303023 -0.560854 -0.026041  0.187693 -0.738249  1.509932 -1.196312 -0.420018
18     7.091143    0.001143   1.101062  -2.072259   0.657783   0.917608  -2.774612  -2.660598  -0.774140  -1.236614   1.519481  -0.697487   2.079877  -0.675861   0.433415   1.499976   1.653810   0.392142   0.080728   0.664275  -1.730055   1.256321   0.614766   0.023609  -0.314971   0.850747   1.957062   0.985900 -0.124238   1.146221 -1.398754  -1.136922  0.412431 -0.074415  -0.047129   0.412049  -0.180025  -0.002466  1.257044 -1.610998 -1.059787 -1.348180 -0.440436  0.161964  1.214398  0.436524  0.365099 -1.081716 -0.408356 -0.601722  1.302956  0.220477 -0.400866  0.060898 -0.038528  0.871139 -1.046506   0.226123 -0.274139  0.458560 -0.355893  0.164502 -0.175398  0.972022 -0.709870  0.719765  0.124323  0.329023  0.193089  1.197140 -0.507231 -0.264919 -0.165462 -0.612861  0.290479 -0.061713  0.095589  0.054336 -0.521904  0.374883 -0.288107 -0.093137 -0.297144 -0.429038 -0.069253 -0.168673  0.090892 -0.115570 -0.065014  0.414982  0.390338 -1.309476  0.304304 -0.409709 -0.266185  0.140766  0.315752 -0.273049 -0.533572 -0.383013
19     9.781256   -0.235342   0.593262  -3.223890   0.812562  -2.554853   0.082760  -2.451796  -0.636643  -0.309713   1.595502  -2.005564   1.185135   0.855218   0.382441   3.108041   0.233995   0.279096  -0.195242  -1.050754  -0.651058   1.595169   0.874657  -0.168328   0.409240   0.736921   1.664841  -0.407726 -1.590007  -0.122395  0.840551   0.108446 -1.096679 -0.223453   0.798659   0.649272  -1.245953  -0.550933  0.426955 -1.760781 -0.124753 -1.765233 -1.135599 -0.328591  0.410152  1.396374  0.892584 -1.036270 -1.575151 -1.263653  0.644322  0.485496 -0.740499 -0.933962  1.190070  0.305365 -0.517133   0.103218 -1.333039 -0.007802 -1.402817  0.023559 -0.073783  1.243389 -0.785115  1.256552  0.587214  0.435245 -0.220002  0.459726 -1.191661 -0.400497  0.229859 -1.613512  0.370712 -0.782215 -1.532980 -0.459863 -0.688265  0.043766  0.062974 -0.068698  0.011079 -0.436845  0.487799 -0.399192  0.494828  1.572863 -0.644932  1.008113 -0.136212  0.204557 -0.821271  0.479648  0.488937 -0.461145  1.401771  0.292250  0.634904 -0.856706
20     6.417554   -0.230750   0.335351  -0.938922   1.249057  -1.457774   0.124640  -0.379421  -1.965552  -0.198701   0.537379  -0.604890  -0.196396   0.186216   0.777067   1.646091  -1.073693   0.430121  -0.792972  -0.983393   0.575200   0.330048   0.240386   0.275300   0.832122   0.482589   0.355421  -1.141086  0.263210  -0.122792  1.934252   1.056750 -0.257747  0.377580  -0.284875  -0.084119  -0.436621  -0.575931  0.270862  0.201668  1.013637 -0.316401 -1.502396  0.266193  0.193397  0.274117 -0.377292 -0.560807 -0.048762 -0.356127 -0.031551  0.344946  0.726034  0.145591 -0.191482  0.533601 -0.707060   0.724262 -0.865910 -0.308475 -0.016911  0.268475  0.067219  0.182848  0.524820 -0.352632 -0.073564  0.121925 -0.577278  1.376602 -0.146565  1.044874  0.468954 -0.205463 -0.158113 -0.958733 -0.569212  0.473829 -0.022810  0.420717  0.283104 -0.322834  0.031276 -0.167199  0.048057  0.412036  0.708462 -0.600119 -0.727707 -0.091819 -0.273954  0.007028 -0.013518  0.156225  1.179970 -0.209942  0.102829 -0.475053  0.142548 -0.178311
21    26.047774   -1.420913  -0.738131  -5.499728  -3.379845  -1.341474   0.478310  -2.861668   5.060045  -0.644055  -4.399166   1.722891  -3.554157   0.260121  -0.368950  -0.480898  -3.309962  -0.545810  -0.977032  -1.710618   1.892299  -3.099921   3.307377  -2.220212  -0.889079  -0.761471   2.087516   3.093822  3.323507   4.889544 -4.022214  -2.478500  0.312163 -2.269855  -7.589286   2.673295  -4.539212  -0.139889 -0.000956  1.440633 -2.867265 -0.372388  0.759599  1.765426  0.635355 -0.474254 -0.180925  5.635666  1.234586 -1.986779 -1.988514  1.822223  1.829963 -0.412752 -2.909033  2.077781  0.281395   1.398653 -0.839430 -1.780024 -0.319956  0.012403  2.733143  1.740643 -2.436044  1.744939  1.526411 -1.829167 -1.917630  1.236779  0.907947 -1.648785  0.899054 -1.670196  1.514060  1.458780 -1.265822  1.298681 -1.433602  0.128024  0.456587 -0.659661  0.855507  1.138883 -1.327699  0.871008 -0.333344  1.362351 -0.700164  1.288185 -1.649342  0.610081 -0.839729 -0.871564 -2.204561 -0.551222  1.334840 -1.285956  0.067234  0.993009
22    43.555742   -2.209288  -6.925566 -10.322055   7.476349   0.712294  -6.006803  -4.655242  -4.628586   0.639097  -9.696785 -10.643749   1.988172   4.150949   1.072511   4.684847  -4.543761  -3.588111   9.431784  -0.835661  -1.351904   1.894782   9.473006  -6.726849  -0.467949  -2.370028  -1.917286  -1.961957 -0.996739   0.051767  3.033532   2.453206  2.357368  0.132471  -3.440423  12.862333  -2.137761  -1.499780  2.687832 -4.646256  6.607397  0.064228 -5.073628 -0.369323 -3.869535  3.194081 -1.938069  0.896081  0.536863 -1.754959 -5.428364  1.943884 -2.916761 -0.089388 -1.014830  3.559540  0.484778  -2.180824  4.385289  1.608880  1.390464  0.765305 -0.419197 -3.162167  4.277620 -1.688279  3.445469  1.863604 -2.376402 -1.022615 -2.689635 -0.871831 -2.565129  0.225941 -0.141718 -0.560687 -1.952668 -0.572533  2.152339 -0.720625 -2.330362  0.633382 -0.378111  0.612822  0.005166  1.364495  2.784224 -1.792752  0.412133 -3.091901  3.386588  1.460516  0.544389 -0.995545  0.832365 -1.118618  0.614181 -0.167551 -1.789676  0.982233
23    25.879626   -1.339095  -0.373472  -5.539743  -3.083809  -2.295213   1.085479  -2.205228   5.534482  -0.504840  -3.246314   2.076257  -3.973238   0.587946   0.056234   0.455298  -3.334101  -0.451556  -1.462099  -1.937937   1.743526  -2.827321   3.682120  -2.110079  -0.667892  -1.066841   1.755354   3.044163  3.674273   5.203342 -3.456243  -2.548871  0.164292 -1.958787  -7.708331   2.688403  -4.551131  -0.187350 -0.076765  1.525765 -2.921999 -0.560247  0.802638  1.730617  0.537956 -0.689097 -0.246756  5.681221  1.158781 -1.938874 -1.827224  1.763797  1.965952 -0.283629 -3.316189  2.115341  0.462236   1.458922 -0.878853 -1.827720 -0.434698 -0.070625  2.875965  1.687286 -2.433196  1.951838  1.570668 -1.743658 -2.129108  1.122712  1.105716 -1.592933  0.798619 -1.520301  1.722453  1.422269 -1.488618  1.204197 -1.525509  0.211396  0.374206 -0.610551  0.978416  1.165635 -1.430768  1.022624 -0.356385  1.378768 -0.747336  1.639809 -1.877093  0.603030 -1.188495 -1.045247 -2.235456 -0.723542  1.300391 -1.266656  0.249116  1.137079
